,parcelid,bedroomcnt,taxvaluedollarcnt,calculatedfinishedsquarefeet,taxamount
7775,11343704,2.0,321500.0,850.0,5557.58
7776,12258682,3.0,54627.0,944.0,1259.14
7777,12466833,2.0,196795.0,948.0,2365.7
7778,12911053,4.0,287288.0,2066.0,3601.31
7779,10724281,4.0,783138.0,3037.0,9549.81
7780,12153475,3.0,656976.0,1929.0,8703.59
7781,11856844,3.0,130068.0,1185.0,2317.52
7782,12624551,3.0,424000.0,1720.0,5306.12
7783,11189425,4.0,233000.0,1666.0,3817.75
7784,12624145,2.0,74096.0,1026.0,1170.41
7785,10870609,6.0,1071440.0,3751.0,13182.29
7786,12914777,4.0,262762.0,2034.0,3395.94
7787,12471371,3.0,65124.0,1149.0,1171.99
7788,10779487,3.0,679202.0,2034.0,8261.75
7789,12456560,1.0,410000.0,1064.0,4990.63
7790,13097337,3.0,81143.0,1266.0,1268.33
7791,11070740,2.0,424414.0,1446.0,5303.2
7792,11333966,5.0,243500.0,1660.0,2911.05
7793,11618343,3.0,758689.0,2608.0,9108.22
7794,10755998,3.0,2499000.0,4256.0,31234.28
7795,12462775,3.0,521062.0,1328.0,6290.54
7796,11798606,7.0,267010.0,2648.0,3501.94
7797,12031698,3.0,539526.0,2216.0,6710.86
7798,12898571,2.0,162334.0,836.0,1966.97
7799,11136322,4.0,1033000.0,3105.0,13499.32
7800,12642500,4.0,875104.0,2752.0,10710.73
7801,11239119,2.0,49063.0,853.0,1301.42
7802,11485111,4.0,589218.0,2076.0,7447.1
7803,10953632,3.0,628662.0,1299.0,6905.8
7804,12621411,3.0,254854.0,1065.0,3361.63
7805,12105182,2.0,190361.0,799.0,2270.48
7806,10935557,4.0,443826.0,1445.0,4871.47
7807,10888713,3.0,550000.0,1339.0,6699.04
7808,12329321,3.0,70154.0,1123.0,1031.9
7809,12021547,1.0,398678.0,797.0,4930.62
7810,11702781,2.0,451569.0,1232.0,5468.25
7811,11810524,1.0,382799.0,828.0,4699.47
7812,12600643,2.0,503743.0,1261.0,5744.61
7813,11191164,5.0,280757.0,2894.0,4543.23
7814,11850221,3.0,338182.0,1163.0,4722.43
7815,12597748,2.0,62290.0,720.0,951.97
7816,11640402,2.0,2100000.0,1547.0,25230.99
7817,12495919,2.0,322866.0,965.0,3907.2
7818,10836679,3.0,393506.0,1249.0,4813.24
7819,10891087,2.0,253812.0,845.0,3106.29
7820,12930236,3.0,425254.0,1441.0,5218.15
7821,12472712,3.0,267036.0,1098.0,3419.68
7822,11630571,3.0,832185.0,1627.0,10037.95
7823,11346313,5.0,592394.0,2850.0,8003.89
7824,11202204,4.0,40128.0,1316.0,1377.17
7825,11132189,3.0,525000.0,1841.0,7368.3
7826,10739325,4.0,1063000.0,3146.0,12154.96
7827,11962144,2.0,384884.0,839.0,4621.52
7828,11711779,3.0,287986.0,2280.0,3607.66
7829,10940569,2.0,238553.0,1022.0,2625.69
7830,12611779,3.0,528000.0,1284.0,6532.15
7831,11215881,3.0,179543.0,2590.0,4336.34
7832,12925376,4.0,127413.0,2229.0,1861.63
7833,11986889,3.0,311199.0,1539.0,3749.2
7834,11361390,2.0,16084.0,326.0,269.75
7835,10759454,4.0,768036.0,2332.0,8956.42
7836,12591277,3.0,59259.0,1295.0,1056.15
7837,10772922,3.0,85484.0,1738.0,1145.86
7838,11984942,3.0,1573636.0,1965.0,18973.43
7839,11886124,3.0,2278175.0,2598.0,26679.93
7840,10999218,2.0,415551.0,1678.0,5044.35
7841,12221798,3.0,166437.0,842.0,2126.27
7842,11893061,4.0,1139679.0,2913.0,14479.19
7843,10994634,3.0,103463.0,1231.0,1289.03
7844,12757392,3.0,369852.0,1084.0,4721.79
7845,11037352,3.0,462000.0,1468.0,5844.41
7846,12741032,3.0,103226.0,1156.0,1621.18
7847,12740792,4.0,370300.0,1596.0,4730.44
7848,12736478,5.0,793600.0,2607.0,9790.87
7849,11566308,3.0,838781.0,1643.0,10049.69
7850,11021588,2.0,105902.0,1230.0,1389.47
7851,11013950,6.0,1171606.0,5426.0,14326.51
7852,11007353,4.0,98944.0,2252.0,1372.28
7853,10734603,4.0,222087.0,2879.0,2848.41
7854,12208198,3.0,197332.0,1533.0,2475.16
7855,10998967,3.0,573616.0,1964.0,6987.08
7856,12742356,2.0,238342.0,1369.0,3128.7
7857,10734900,3.0,439210.0,2304.0,5510.17
7858,11008462,2.0,327000.0,1228.0,5790.79
7859,12777819,6.0,773000.0,3209.0,9441.13
7860,12756300,2.0,40952.0,875.0,899.62
7861,11001031,2.0,288241.0,644.0,3450.61
7862,11993917,3.0,415458.0,1702.0,5112.99
7863,12734778,2.0,364474.0,1093.0,4634.02
7864,11560423,2.0,649969.0,1653.0,7909.72
7865,12816514,4.0,62065.0,1140.0,1053.02
7866,12784117,2.0,266847.0,1253.0,3371.04
7867,12794741,3.0,71420.0,1034.0,1260.87
7868,11030840,5.0,368866.0,2124.0,4577.04
7869,12196543,2.0,25834.0,1040.0,763.25
7870,11564729,3.0,1010765.0,1468.0,12313.25
7871,11025058,5.0,405700.0,1962.0,4940.01
7872,11229985,2.0,232900.0,960.0,3470.56
7873,11236226,3.0,197642.0,2270.0,4172.26
7874,12543735,2.0,400000.0,1120.0,4739.41
7875,12933257,3.0,533200.0,1781.0,6595.34
7876,12749364,4.0,113387.0,2129.0,1723.84
7877,12606102,3.0,230572.0,968.0,3300.5
7878,11155985,3.0,291000.0,1419.0,4233.23
7879,11185197,5.0,455633.0,3344.0,6647.72
7880,12149511,4.0,645769.0,1646.0,7216.23
7881,11473303,2.0,272486.0,1120.0,3111.46
7882,11667890,3.0,1791473.0,2106.0,21693.44
7883,10734243,2.0,533028.0,1497.0,6413.07
7884,12106775,2.0,98444.0,664.0,1366.07
7885,13057966,3.0,209998.0,1687.0,2750.77
7886,12541105,2.0,230000.0,953.0,2763.97
7887,12400188,4.0,353056.0,1609.0,4430.7
7888,12057163,3.0,975000.0,2078.0,10625.14
7889,11889982,3.0,899583.0,1680.0,10982.14
7890,12211199,2.0,148542.0,1008.0,1914.62
7891,12232066,3.0,221984.0,1542.0,2883.18
7892,12231612,3.0,135229.0,882.0,2177.45
7893,11284542,3.0,158705.0,1212.0,2624.72
7894,11657892,1.0,181285.0,873.0,2235.28
7895,12978348,3.0,318266.0,1256.0,4074.43
7896,11318882,1.0,32437.0,916.0,470.46
7897,12391844,3.0,63586.0,1326.0,1258.55
7898,12037368,3.0,1502570.0,2664.0,18196.34
7899,13073306,2.0,321014.0,970.0,3833.21
7900,13073319,2.0,235929.0,970.0,2979.35
7901,11145523,2.0,243100.0,1007.0,3485.02
7902,11101823,2.0,323760.0,1535.0,3956.07
7903,11160946,4.0,288954.0,1043.0,4047.7
7904,12026517,2.0,1206786.0,1911.0,14601.63
7905,11595763,4.0,2588836.0,4218.0,31130.1
7906,11766990,3.0,53827.0,1248.0,725.87
7907,11662933,4.0,2448071.0,2705.0,29510.39
7908,11595104,2.0,912492.0,1653.0,10989.47
7909,11566954,2.0,424934.0,1208.0,5080.7
7910,12802037,2.0,263023.0,1284.0,3410.3
7911,11465803,1.0,415353.0,681.0,5029.91
7912,12848661,6.0,1154659.0,3551.0,17667.34
7913,11051129,3.0,395287.0,1404.0,4882.53
7914,11570021,3.0,574297.0,1983.0,6897.38
7915,11570016,2.0,672625.0,1673.0,8056.17
7916,12773152,3.0,53176.0,1434.0,933.48
7917,12900372,2.0,143239.0,1338.0,1921.98
7918,12525405,1.0,216510.0,873.0,2615.71
7919,12811650,3.0,671000.0,2485.0,7787.15
7920,11312209,4.0,202846.0,1956.0,3347.24
7921,12901697,2.0,290154.0,1263.0,3664.39
7922,11165203,4.0,613000.0,2088.0,8124.3
7923,11007314,4.0,275038.0,2252.0,3453.56
7924,11312541,3.0,193750.0,1624.0,3190.35
7925,11076292,2.0,149435.0,1405.0,1928.17
7926,11173187,2.0,63738.0,1198.0,1254.63
7927,11238949,3.0,145630.0,1554.0,2882.81
7928,11118347,4.0,412975.0,2424.0,5632.07
7929,13022845,4.0,157240.0,1480.0,2122.93
7930,12111431,2.0,185447.0,1104.0,2279.78
7931,10725739,4.0,682070.0,2662.0,8030.9
7932,12157691,5.0,2588835.0,5360.0,28849.03
7933,12078815,2.0,867000.0,2093.0,9529.52
7934,12894431,3.0,344688.0,1588.0,4354.28
7935,10847904,1.0,145398.0,916.0,1749.19
7936,10743974,3.0,999289.0,2091.0,11432.54
7937,11325768,4.0,460811.0,2056.0,5480.26
7938,11453974,2.0,363000.0,1263.0,4731.0
7939,12313449,3.0,357000.0,1217.0,4623.08
7940,12522922,4.0,550318.0,2805.0,6591.0
7941,11737625,2.0,38469.0,1326.0,640.22
7942,11150982,4.0,416094.0,3006.0,8065.37
7943,12521136,2.0,158389.0,1847.0,1974.17
7944,12250347,1.0,189624.0,532.0,2406.87
7945,11188184,4.0,193700.0,1317.0,3185.1
7946,11616419,2.0,465368.0,1355.0,5662.91
7947,11415153,3.0,320000.0,1086.0,4686.54
7948,11178972,4.0,490197.0,2817.0,6559.53
7949,11139854,3.0,554782.0,1421.0,7183.85
7950,11313131,4.0,201720.0,2894.0,3282.23
7951,12013057,0.0,620000.0,1100.0,7394.73
7952,11535995,2.0,1397971.0,1690.0,16719.58
7953,13098246,3.0,450211.0,1091.0,5637.97
7954,10854534,2.0,540920.0,1521.0,6624.6
7955,10966386,4.0,177344.0,1639.0,2243.14
7956,12322417,3.0,254245.0,1041.0,3594.98
7957,12260154,4.0,43676.0,1095.0,1428.96
7958,11061777,4.0,90047.0,1898.0,1267.69
7959,13014583,4.0,642029.0,1948.0,8098.43
7960,11886690,2.0,1542945.0,2446.0,17732.64
7961,11110009,5.0,471166.0,1794.0,6395.96
7962,11607342,2.0,584146.0,1201.0,6975.55
7963,11631315,0.0,543691.0,740.0,6552.45
7964,11016216,3.0,107054.0,1378.0,1410.56
7965,11870054,4.0,543689.0,1602.0,8024.06
7966,10947500,3.0,562000.0,1580.0,6161.61
7967,12662952,3.0,999000.0,1877.0,11812.7
7968,11219228,3.0,113126.0,1410.0,1604.02
7969,11238469,3.0,153375.0,1296.0,2579.31
7970,11324423,6.0,222942.0,2974.0,5500.32
7971,13044851,4.0,426494.0,2303.0,7902.58
7972,12068891,2.0,187659.0,1127.0,4225.58
7973,12762801,3.0,271471.0,1460.0,2141.7
7974,12664967,2.0,426404.0,977.0,5125.65
7975,11888552,2.0,403753.0,1583.0,4688.69
7976,11330087,5.0,238227.0,2224.0,2866.58
7977,13099169,3.0,230383.0,1426.0,3122.8
7978,11559471,4.0,501077.0,1832.0,6107.15
7979,11168852,2.0,355235.0,1252.0,5298.14
7980,11721327,2.0,37852.0,1004.0,633.39
7981,11724387,2.0,268861.0,1401.0,3403.13
7982,12736709,4.0,530363.0,3025.0,6783.2
7983,11046758,4.0,222815.0,2015.0,2737.73
7984,10871387,3.0,175004.0,1568.0,2316.33
7985,11263705,5.0,238094.0,2989.0,3828.05
7986,12827278,1.0,291159.0,815.0,3520.49
7987,10803560,1.0,183980.0,809.0,2269.74
7988,11524961,2.0,599720.0,1780.0,10272.25
7989,12383646,2.0,295437.0,999.0,4212.12
7990,11939796,3.0,695446.0,988.0,8297.71
7991,11004654,3.0,150033.0,1318.0,1846.04
7992,11984914,3.0,2743130.0,1696.0,32901.4
7993,11873944,3.0,506609.0,1714.0,6189.71
7994,12562623,3.0,92320.0,1790.0,2118.31
7995,11011776,3.0,74089.0,1612.0,1027.59
7996,12339326,2.0,273000.0,760.0,3706.93
7997,12339167,4.0,277914.0,1458.0,3565.67
7998,10917554,2.0,711411.0,1502.0,8601.88
7999,10808228,4.0,710674.0,2872.0,8801.58
8000,11185841,4.0,318000.0,2001.0,4794.97
8001,10788470,3.0,419389.0,1327.0,5154.42
8002,10730778,4.0,564000.0,1570.0,6881.57
8003,12072161,4.0,871864.0,2509.0,9553.91
8004,10894097,2.0,195581.0,1082.0,2373.85
8005,12815079,3.0,44484.0,1012.0,856.75
8006,12971053,3.0,212206.0,1529.0,2967.87
8007,13052572,4.0,537701.0,2080.0,6463.44
8008,12806659,3.0,135096.0,1024.0,1991.96
8009,12718824,2.0,349214.0,1133.0,4662.71
8010,10844348,3.0,670064.0,1361.0,8047.49
8011,12536347,2.0,415000.0,912.0,4899.96
8012,11155060,2.0,130843.0,844.0,2048.63
8013,12337220,2.0,285417.0,1402.0,3657.59
8014,12502452,2.0,225117.0,1314.0,2776.35
8015,11082087,2.0,228430.0,912.0,2822.78
8016,13052230,4.0,806000.0,2610.0,9479.41
8017,12505274,2.0,223355.0,728.0,2804.68
8018,10734165,3.0,756360.0,2370.0,9299.22
8019,10909408,4.0,1809700.0,4290.0,21981.78
8020,10795597,3.0,710000.0,1450.0,8631.89
8021,11535873,3.0,1863961.0,2500.0,22323.1
8022,11014939,4.0,311525.0,2528.0,3955.05
8023,11269576,4.0,182542.0,1772.0,3091.01
8024,12533100,4.0,781771.0,1564.0,9151.23
8025,10947032,2.0,543653.0,929.0,5944.1
8026,10847171,2.0,282609.0,1244.0,3492.6
8027,12969161,3.0,588500.0,1396.0,7751.14
8028,13048803,4.0,462441.0,1934.0,5515.69
8029,12280243,3.0,174045.0,1222.0,3328.72
8030,10766824,1.0,119584.0,744.0,1417.74
8031,11576791,2.0,449245.0,1505.0,5558.9
8032,12109810,2.0,380661.0,1000.0,4481.5
8033,11081561,3.0,325673.0,1322.0,4020.54
8034,11629631,2.0,487900.0,1310.0,5950.4
8035,12506679,2.0,465989.0,1280.0,5807.66
8036,12621150,2.0,130618.0,829.0,1892.79
8037,11565517,3.0,283026.0,1375.0,3413.02
8038,11120691,5.0,865453.0,3317.0,11290.63
8039,12168820,2.0,1266043.0,2310.0,14607.47
8040,13052976,4.0,610623.0,2294.0,7341.51
8041,12107320,2.0,242419.0,1008.0,2950.8
8042,12797172,3.0,73471.0,1680.0,1270.99
8043,12766332,4.0,460000.0,1676.0,6191.23
8044,12959890,4.0,330939.0,1801.0,4568.87
8045,11634358,0.0,354000.0,534.0,4830.28
8046,12055414,3.0,350032.0,1602.0,3903.72
8047,11302583,3.0,202000.0,1537.0,3410.46
8048,11501141,5.0,5974080.0,7742.0,65945.69
8049,12264863,2.0,196269.0,1124.0,3842.57
8050,12344323,3.0,530000.0,2009.0,6428.41
8051,12423929,3.0,442649.0,1876.0,5235.08
8052,12613683,2.0,467781.0,816.0,5811.87
8053,12791633,4.0,75342.0,1682.0,1211.96
8054,12148389,2.0,76372.0,1234.0,959.1
8055,12401296,4.0,786818.0,3341.0,9582.02
8056,10778484,3.0,128150.0,1414.0,1585.47
8057,12495215,4.0,432511.0,2034.0,5221.23
8058,10842953,3.0,249447.0,1674.0,3195.97
8059,12862335,3.0,187479.0,1182.0,2370.12
8060,10723154,3.0,307189.0,1815.0,3854.96
8061,12747727,3.0,305855.0,1387.0,3923.83
8062,10740011,3.0,280023.0,1503.0,3422.42
8063,12375928,3.0,327872.0,1962.0,4698.35
8064,12327321,3.0,256498.0,1491.0,3306.35
8065,10719700,4.0,473000.0,1372.0,5847.37
8066,11604482,3.0,696202.0,1418.0,8505.34
8067,13010705,3.0,137236.0,1036.0,1995.71
8068,12042110,3.0,541994.0,1517.0,5982.76
8069,10942900,2.0,262402.0,1165.0,2879.91
8070,12013219,2.0,609177.0,1220.0,7355.55
8071,11399064,4.0,233100.0,1290.0,4208.91
8072,11549759,5.0,653322.0,2322.0,7912.06
8073,11174102,3.0,273287.0,1522.0,3818.79
8074,10794416,3.0,376789.0,1235.0,4557.0
8075,11167424,3.0,415747.0,1679.0,5810.29
8076,12680231,3.0,139651.0,1878.0,1782.43
8077,11399710,2.0,192897.0,986.0,2695.45
8078,11299018,3.0,103583.0,1637.0,2106.79
8079,11472406,2.0,446002.0,1173.0,4950.63
8080,10739229,4.0,920606.0,3163.0,10654.12
8081,12864764,3.0,81697.0,1720.0,1465.19
8082,10919295,3.0,458892.0,1664.0,5640.5
8083,11435431,4.0,100063.0,1550.0,1625.61
8084,12864941,2.0,157797.0,1118.0,1926.29
8085,12970015,4.0,526440.0,1775.0,6765.01
8086,11186156,3.0,284931.0,1883.0,4341.75
8087,12860468,3.0,529000.0,1570.0,6141.97
8088,12298835,2.0,325000.0,743.0,4435.77
8089,12823365,2.0,403445.0,1244.0,4946.69
8090,11566493,2.0,81133.0,1170.0,973.82
8091,12886502,3.0,26660.0,1496.0,619.34
8092,11534319,2.0,136438.0,1763.0,1799.25
8093,12641863,2.0,324778.0,1092.0,4129.77
8094,12517121,4.0,82026.0,1935.0,1165.29
8095,12156933,3.0,1036123.0,1204.0,12474.35
8096,12466551,2.0,299116.0,1038.0,3647.08
8097,11687062,5.0,5167170.0,5651.0,59366.6
8098,10738157,4.0,417143.0,1924.0,4917.99
8099,11981924,0.0,73589.0,371.0,932.56
8100,12642319,2.0,463418.0,1572.0,5599.5
8101,11653152,3.0,2525233.0,7289.0,30667.61
8102,11652831,3.0,610624.0,1302.0,7470.14
8103,11197600,3.0,101114.0,1125.0,2068.16
8104,12408671,3.0,414306.0,1808.0,4801.89
8105,12883194,2.0,215388.0,1184.0,2816.09
8106,12454072,3.0,68084.0,1822.0,985.16
8107,11612261,1.0,286062.0,419.0,3480.72
8108,11067218,4.0,838748.0,3567.0,10206.38
8109,11113420,5.0,690369.0,3117.0,9443.68
8110,12515523,3.0,724000.0,1662.0,8575.64
8111,12080377,5.0,818737.0,5235.0,9221.18
8112,13025959,5.0,472159.0,2757.0,9334.37
8113,12112350,2.0,493860.0,1340.0,6933.56
8114,11687646,3.0,1270106.0,2877.0,15031.75
8115,12755171,2.0,304111.0,750.0,4016.01
8116,12643260,2.0,250921.0,836.0,2999.52
8117,11617049,2.0,1379880.0,2445.0,16588.46
8118,11487468,3.0,455708.0,2132.0,5706.73
8119,11686012,2.0,140669.0,1620.0,2183.91
8120,11920396,4.0,107905.0,2286.0,1624.19
8121,13030553,4.0,405844.0,1959.0,4875.33
8122,12135022,5.0,661892.0,2900.0,7709.65
8123,13085959,4.0,323240.0,1504.0,4376.93
8124,11821781,4.0,450000.0,1632.0,5891.18
8125,13031174,3.0,383844.0,1180.0,4530.06
8126,11172658,2.0,34747.0,864.0,934.98
8127,12895028,3.0,420000.0,1414.0,5541.48
8128,12648931,2.0,325000.0,1459.0,4022.11
8129,12251659,2.0,285386.0,860.0,3629.3
8130,12184621,1.0,40737.0,768.0,603.97
8131,11114211,3.0,427000.0,1682.0,6389.77
8132,12966980,4.0,1035533.0,2734.0,13290.92
8133,10783989,2.0,407000.0,993.0,4892.08
8134,10953432,3.0,460863.0,1759.0,5088.77
8135,11414259,2.0,164877.0,945.0,2454.46
8136,12964355,2.0,450455.0,1371.0,5979.64
8137,12776763,3.0,451786.0,1532.0,5731.61
8138,12372589,3.0,94907.0,1670.0,1673.29
8139,12157982,2.0,520924.0,960.0,6260.66
8140,12524222,1.0,182500.0,597.0,2278.85
8141,12651868,2.0,319000.0,1397.0,3844.83
8142,11070194,3.0,703731.0,2251.0,8625.72
8143,13027351,4.0,126313.0,4047.0,10233.26
8144,11039860,3.0,94002.0,1514.0,1194.98
8145,11612251,2.0,450419.0,906.0,5458.28
8146,13024213,2.0,267900.0,994.0,3304.13
8147,11867306,2.0,559000.0,1198.0,6575.31
8148,12531366,4.0,978795.0,3293.0,11661.78
8149,11111172,5.0,207842.0,2231.0,3132.88
8150,11548733,2.0,459695.0,1316.0,5515.68
8151,11947770,3.0,1352462.0,2830.0,16275.25
8152,11171005,2.0,289948.0,925.0,4490.87
8153,11672245,5.0,2089310.0,5593.0,25361.34
8154,12448381,3.0,294498.0,1909.0,3605.27
8155,11262475,4.0,269000.0,1667.0,4085.14
8156,12968351,4.0,419389.0,1645.0,5362.9
8157,11078209,3.0,406000.0,1747.0,4959.56
8158,12099420,3.0,1025685.0,1901.0,11885.01
8159,12040046,3.0,97633.0,1473.0,1180.13
8160,11238129,1.0,234298.0,486.0,3039.08
8161,11651287,4.0,1967515.0,3105.0,23782.6
8162,13081907,3.0,92323.0,1260.0,1430.92
8163,11173562,3.0,442642.0,1852.0,6485.55
8164,12152854,4.0,1307328.0,2930.0,15759.23
8165,12455529,2.0,243973.0,864.0,2914.16
8166,13046360,5.0,496061.0,3074.0,5874.84
8167,11259727,4.0,335000.0,2737.0,4964.36
8168,11111053,3.0,341725.0,1307.0,4608.05
8169,11138875,2.0,127573.0,867.0,2051.8
8170,12665802,3.0,728885.0,1759.0,8707.31
8171,11133051,2.0,300000.0,963.0,4716.2
8172,12531853,1.0,238094.0,611.0,2841.76
8173,11624701,2.0,185095.0,1549.0,2328.89
8174,11410409,3.0,88798.0,1657.0,1488.51
8175,12512147,3.0,74507.0,1089.0,1131.07
8176,11624058,2.0,169363.0,2288.0,2137.06
8177,12742586,3.0,44477.0,1266.0,873.9
8178,11562212,3.0,1346193.0,1862.0,16141.17
8179,12077882,2.0,436766.0,1168.0,4754.35
8180,13042095,2.0,48206.0,1032.0,807.4
8181,12155258,5.0,1058840.0,4263.0,12378.6
8182,12808996,4.0,335031.0,1257.0,4119.41
8183,11819859,2.0,178624.0,1194.0,2218.38
8184,11214059,3.0,181436.0,2052.0,3121.48
8185,11163585,1.0,135426.0,675.0,2174.82
8186,11076100,4.0,417366.0,2412.0,5150.21
8187,10898567,3.0,238236.0,1202.0,2881.32
8188,10856939,3.0,464414.0,1350.0,5584.08
8189,12038577,2.0,439848.0,2241.0,5460.86
8190,11065141,2.0,250193.0,1390.0,3029.69
8191,12708657,5.0,2262767.0,4864.0,25067.82
8192,12118474,2.0,386054.0,1525.0,4584.31
8193,11494476,3.0,858190.0,1894.0,10295.82
8194,11915487,2.0,487320.0,748.0,6647.11
8195,13043017,3.0,126358.0,1950.0,1794.67
8196,11525008,2.0,750760.0,1640.0,11783.54
8197,10768156,3.0,262054.0,1241.0,6728.03
8198,11610780,2.0,1079282.0,1344.0,13074.73
8199,10741325,3.0,533204.0,1545.0,6288.18
8200,11119762,4.0,486871.0,2508.0,7150.61
8201,11281676,3.0,217262.0,1500.0,3348.86
8202,11104729,3.0,240562.0,1316.0,3415.51
8203,11304059,5.0,281173.0,3036.0,4185.03
8204,12394837,3.0,273283.0,1058.0,3693.45
8205,12595156,3.0,313194.0,1036.0,4014.08
8206,11552584,4.0,332046.0,2283.0,4111.47
8207,11268020,3.0,182000.0,1055.0,2370.06
8208,11551850,3.0,1360000.0,1215.0,16355.86
8209,13092021,3.0,575143.0,1475.0,7352.09
8210,10983659,3.0,419390.0,1838.0,5200.84
8211,11146078,3.0,314391.0,1684.0,4616.03
8212,10741808,4.0,631495.0,2152.0,7324.72
8213,12141370,4.0,359495.0,2424.0,4460.83
8214,12573575,5.0,451000.0,1568.0,5810.63
8215,12847706,4.0,725117.0,2796.0,8919.2
8216,11249548,3.0,102812.0,1829.0,1415.47
8217,11768975,3.0,207400.0,768.0,2586.28
8218,11578699,2.0,368504.0,1392.0,4634.24
8219,11235438,4.0,220213.0,1753.0,3510.47
8220,12465402,3.0,672896.0,3231.0,8076.0
8221,12692699,4.0,753721.0,2354.0,9274.24
8222,10837996,2.0,324945.0,1488.0,10552.45
8223,11232589,3.0,149737.0,1189.0,2629.38
8224,12396606,3.0,53796.0,1028.0,1136.89
8225,12546292,1.0,172592.0,557.0,2162.93
8226,11648561,4.0,1912075.0,3987.0,23325.71
8227,12782027,3.0,467014.0,1887.0,5952.24
8228,11458552,3.0,129682.0,1691.0,1670.12
8229,11507264,5.0,3621671.0,3776.0,39934.38
8230,12602048,3.0,474316.0,2439.0,5488.5
8231,12382823,2.0,54039.0,740.0,869.42
8232,12751828,4.0,343280.0,1844.0,4450.8
8233,12427789,3.0,228775.0,1110.0,2835.37
8234,12731783,4.0,426423.0,1746.0,5096.53
8235,11105385,4.0,375470.0,2353.0,5624.78
8236,11320817,4.0,291945.0,2152.0,4379.61
8237,11145014,3.0,398679.0,1708.0,5709.04
8238,10867466,4.0,270236.0,2713.0,3607.81
8239,11301654,4.0,224000.0,2208.0,3653.24
8240,12127026,4.0,90663.0,2129.0,1301.21
8241,10934407,3.0,248103.0,1446.0,3088.05
8242,13064595,4.0,563463.0,2321.0,7098.13
8243,12599469,2.0,481000.0,1120.0,5482.77
8244,12331047,3.0,88385.0,1571.0,1271.87
8245,11766995,2.0,232682.0,1314.0,2926.3
8246,12336254,3.0,261424.0,1790.0,3294.93
8247,11184756,4.0,245710.0,2260.0,3829.13
8248,11515617,3.0,211710.0,2502.0,3067.45
8249,11234976,3.0,310554.0,2268.0,3818.07
8250,10859850,2.0,380718.0,1306.0,4561.18
8251,11462407,3.0,1432000.0,2714.0,17313.4
8252,10715379,3.0,475000.0,1160.0,5778.79
8253,10756562,3.0,742620.0,2765.0,8563.6
8254,10916611,5.0,1397970.0,3588.0,17014.94
8255,11341911,3.0,344000.0,1146.0,5843.3
8256,11160769,3.0,272948.0,1040.0,3773.13
8257,11015919,4.0,549079.0,2548.0,6778.23
8258,11587595,2.0,413706.0,1188.0,5043.14
8259,10926140,3.0,392329.0,1144.0,4807.44
8260,11447455,3.0,195383.0,1120.0,2366.41
8261,11321061,5.0,337862.0,2880.0,5046.31
8262,11586685,2.0,1220000.0,1066.0,14468.39
8263,10917461,2.0,856903.0,1640.0,10356.03
8264,11845715,2.0,120910.0,1125.0,1768.88
8265,11978056,2.0,369484.0,988.0,4457.81
8266,12017745,2.0,672621.0,1580.0,8177.17
8267,11872524,2.0,402000.0,1148.0,4858.83
8268,10986123,3.0,319803.0,920.0,3935.68
8269,12284242,2.0,273101.0,888.0,3897.44
8270,10917216,1.0,360986.0,1375.0,4621.77
8271,12179225,2.0,1234000.0,1734.0,14081.33
8272,11184606,2.0,267000.0,1854.0,4185.05
8273,13073233,3.0,468870.0,1619.0,5597.65
8274,10917700,2.0,114895.0,2122.0,1675.81
8275,11284259,3.0,201927.0,1901.0,3113.09
8276,10926099,2.0,92519.0,1131.0,1166.12
8277,12483249,4.0,558386.0,1967.0,6601.81
8278,10721367,1.0,230000.0,471.0,2830.4
8279,12553783,1.0,160000.0,552.0,2016.75
8280,12715247,3.0,510793.0,2184.0,6150.46
8281,11511862,2.0,468615.0,1048.0,5216.01
8282,11970393,2.0,553311.0,1148.0,6724.25
8283,11154931,2.0,104602.0,964.0,1662.69
8284,11970280,3.0,488813.0,1339.0,5980.91
8285,10818407,3.0,68125.0,989.0,927.32
8286,10721525,3.0,395583.0,1743.0,4829.68
8287,11658764,3.0,619421.0,2898.0,8247.56
8288,12335990,3.0,66015.0,1108.0,987.42
8289,10736074,2.0,315836.0,981.0,3752.42
8290,11981100,2.0,391498.0,1102.0,4669.1
8291,11966128,2.0,393501.0,616.0,4677.3
8292,10867980,3.0,809405.0,2185.0,9977.57
8293,11568114,2.0,594508.0,1146.0,7118.55
8294,12842547,4.0,120076.0,1158.0,1847.18
8295,11176037,3.0,482243.0,1724.0,6646.42
8296,12554519,0.0,210510.0,757.0,2617.73
8297,11304728,4.0,243660.0,1649.0,3754.59
8298,11463768,2.0,916446.0,1795.0,10971.6
8299,10838934,3.0,86517.0,1578.0,1152.83
8300,10760861,4.0,367964.0,1618.0,4569.23
8301,11325875,3.0,224470.0,1460.0,2744.89
8302,12203018,3.0,267165.0,1176.0,3348.58
8303,11095338,2.0,267000.0,1352.0,3239.3
8304,11570592,3.0,993209.0,2000.0,11765.38
8305,12209380,3.0,46962.0,1425.0,692.13
8306,12606905,4.0,799000.0,1817.0,9107.97
8307,12427723,2.0,320000.0,1175.0,3829.49
8308,11342642,3.0,303025.0,1200.0,4333.27
8309,10849178,4.0,261390.0,1946.0,3201.5
8310,12543517,2.0,350527.0,1022.0,4244.23
8311,10806629,3.0,649164.0,2503.0,8058.86
8312,12490848,3.0,80861.0,1020.0,1203.36
